method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K5,TRR,966,Bluegrass Flatpick Rambler,5,5,0.05,ok,,0.2073292997482978,0.7592592592592593,0.6,0.815600284541315,0.3333333333333333,7.7230964972,0.5700903576,0.7738656591,2.6400245848,"[""Raw Black Metal Onslaught"", ""Bluegrass Flatpick Honky"", ""Chamber Pop Hazy"", ""Power Metal Epic Rage"", ""Deathcore Breakdown Rage""]","[0.9198588897367641, 0.8610636567009848, 0.8389702350155086, 0.8206357565622113, 0.809392231404966]","[0.5700903576040374, 0.1758955247948012, 0.11307165988039125, 0.07836145859174573, 0.06258099912902454]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,676,Microtonal Fusion Glitch,3,3,0.05,ok,,0.25844276153021317,0.5957446808510638,0.5357142857142857,0.8345153314223343,0.7142857142857143,8.2828766322,0.5755050835,0.8665833823,2.3188002742,"[""Synthwave Guitar Neon"", ""Country Rock Twang Rambler"", ""Trap Metal Synth""]","[0.882965719377818, 0.8474391260455363, 0.8128894987631825]","[0.5755050835126271, 0.28279328659584674, 0.14170162989152624]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,676,Microtonal Fusion Glitch,5,5,0.05,ok,,0.24988154061825504,0.574468085106383,0.5,0.8463386161755589,0.7142857142857143,8.1905378592,0.463039249,0.8655381529,3.3474359063,"[""Synthwave Guitar Neon"", ""Country Rock Twang Rambler"", ""Trap Metal Synth"", ""Indie Pop Jangle Charm"", ""Shoegaze Wall Flux""]","[0.882965719377818, 0.8474391260455363, 0.8128894987631825, 0.8124484309866843, 0.796661836272109]","[0.4630392490181618, 0.22752951243018107, 0.11401014199413619, 0.1130088409071462, 0.08241225565037477]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,151,Krautrock Motorik,3,3,0.05,ok,,0.09120817714284396,0.7948717948717948,0.7647058823529411,0.9818228112886324,1.0,2.1702191671,0.5353459659,0.9205208698,2.5303117508,"[""Sophisti-Pop"", ""Djent Polyrythm"", ""Okinawan Folk""]","[0.8623458584715719, 0.8243751077468773, 0.8165326786632692]","[0.5353459659048063, 0.2505098368576849, 0.2141441972375088]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,151,Krautrock Motorik,5,5,0.05,ok,,0.08533837363763133,0.8974358974358975,0.8823529411764706,0.9841434999823181,1.0,1.9433388411,0.393695962,0.9340775691,4.0134830805,"[""Sophisti-Pop"", ""Djent Polyrythm"", ""Okinawan Folk"", ""Grime UK"", ""90s Alt Rock Clean""]","[0.8623458584715719, 0.8243751077468773, 0.8165326786632692, 0.8130064332752445, 0.802031796129234]","[0.3936959620146414, 0.18422612197913582, 0.15748265815131873, 0.14675880214685344, 0.11783645570805064]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,202,Qawwali Devotional,3,3,0.05,ok,,0.28120539083463625,0.6166666666666667,0.37142857142857144,0.7513324602638825,0.3333333333333333,14.9247416535,0.3635021556,0.9951899234,2.9693551546,"[""French Touch"", ""New Wave Clean"", ""Motorcycle Rock""]","[0.7919405248393527, 0.7901133483746996, 0.7799577686473255]","[0.36350215563497623, 0.35045828997058426, 0.2860395543944395]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,202,Qawwali Devotional,5,5,0.05,ok,,0.1811145418853598,0.5641025641025641,0.48484848484848486,0.9419804850040971,1.0,5.0605429519,0.2363956515,0.9941924216,4.9077997904,"[""French Touch"", ""New Wave Clean"", ""Motorcycle Rock"", ""Gritty Synth"", ""Piano Ballad""]","[0.7919405248393527, 0.7901133483746996, 0.7799577686473255, 0.7795812532242448, 0.7739769717881155]","[0.23639565152580283, 0.22791285967890826, 0.18601954837133183, 0.18462402474836648, 0.16504791567559057]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,635,Synthwave Guitar Cyber,3,3,0.05,ok,,0.19371296224040038,0.6363636363636364,0.42857142857142855,0.9011631425231629,0.8333333333333334,6.0749580255,0.4033077631,0.9747259903,2.8508575059,"[""Raw Black Metal Mayhem"", ""Acid Jazz Funk Nocturne"", ""Dream Pop Glimmer""]","[0.8099005247121189, 0.8055078065643009, 0.7812301577919742]","[0.4033077630720095, 0.36938726325193444, 0.22730497367605607]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,635,Synthwave Guitar Cyber,5,5,0.05,ok,,0.17684292123504602,0.6590909090909091,0.4642857142857143,0.9193386134363982,0.8333333333333334,5.6260625112,0.2888927323,0.9684696135,4.5326792375,"[""Raw Black Metal Mayhem"", ""Acid Jazz Funk Nocturne"", ""Dream Pop Glimmer"", ""Nashville Session Twang"", ""Motown Soul Motown""]","[0.8099005247121189, 0.8055078065643009, 0.7812301577919742, 0.7790836965034057, 0.769087031947683]","[0.28889273230515616, 0.26459519387064706, 0.16282045852934107, 0.1559786106364044, 0.12771300465845134]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,300,Blackened Crust,3,3,0.05,ok,,0.25159247754625785,0.6792452830188679,0.48,0.7710801213712027,0.3333333333333333,8.6909298928,0.4031293553,0.9827091897,2.8934448702,"[""Neo-Soul Keys"", ""Mathcore Chaotic"", ""Chromatic Jazz""]","[0.8206599771292871, 0.8133469020692531, 0.7964882338902443]","[0.40312935529921956, 0.34827625119471933, 0.24859439350606105]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,300,Blackened Crust,5,5,0.05,ok,,0.2168336791045073,0.7555555555555555,0.6521739130434783,0.8433617015324893,0.8333333333333334,4.1523520185,0.2799411467,0.9791676143,4.6796100487,"[""Neo-Soul Keys"", ""Mathcore Chaotic"", ""Chromatic Jazz"", ""Electropop Glitch"", ""Gabber Hardcore""]","[0.8206599771292871, 0.8133469020692531, 0.7964882338902443, 0.7945031487788672, 0.7858952366622443]","[0.2799411467230634, 0.2418500460317338, 0.17262895562481984, 0.1659095605278451, 0.13967029109253776]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,513,Bossa Nova Acoustic Sunset,3,3,0.05,ok,,0.06379357042803858,0.8205128205128205,0.7083333333333334,0.9874917378967351,1.0,1.152333744,0.5459458865,0.8784165403,2.391394386,"[""Flamenco Spanish Voyage"", ""Flamenco Spanish Heritage"", ""Bossa Nova Acoustic Moonrise""]","[0.7606339848383802, 0.7338136986435644, 0.6906825880135585]","[0.5459458865453104, 0.31929458418306167, 0.1347595292716279]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,513,Bossa Nova Acoustic Sunset,5,5,0.05,ok,,0.06339081168098788,0.8205128205128205,0.7083333333333334,0.987673790869778,1.0,1.142128142,0.5263362235,0.6895379627,2.5685825279,"[""Flamenco Spanish Voyage"", ""Flamenco Spanish Heritage"", ""Bossa Nova Acoustic Moonrise"", ""Flamenco Spanish Tropical"", ""Flamenco Spanish Moonrise""]","[0.7606339848383802, 0.7338136986435644, 0.6906825880135585, 0.5973531108802034, 0.5854218092123986]","[0.526336223476426, 0.3078259398176466, 0.12991914301822075, 0.02009202032527763, 0.015826673362429163]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,194,Power Electronics,3,3,0.05,ok,,0.24741931907101342,0.6666666666666666,0.4722222222222222,0.7863742960764623,0.3333333333333333,13.1074670045,0.6883243882,0.7610320786,1.9139355152,"[""Spoken Word Jazz"", ""Moroccan Gnawa"", ""Grime Instrumental""]","[0.7829861072756439, 0.7111622845808763, 0.7061393895339334]","[0.6883243882073052, 0.16365879911765438, 0.14801681267504038]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,194,Power Electronics,5,5,0.05,ok,,0.24154195432729525,0.7166666666666667,0.5555555555555556,0.7977071130515027,0.3333333333333333,12.8062272204,0.5449153104,0.8183806198,2.8624960912,"[""Spoken Word Jazz"", ""Moroccan Gnawa"", ""Grime Instrumental"", ""Zeuhl Avant"", ""Psychedelic Trance""]","[0.7829861072756439, 0.7111622845808763, 0.7061393895339334, 0.7047520469639571, 0.6953176598082627]","[0.5449153103583465, 0.1295612749481894, 0.11717822119762117, 0.11397158723124969, 0.09437360626459325]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,286,Analog Warm Bass,3,3,0.05,ok,,0.29842052284002835,0.6724137931034483,0.5294117647058824,0.7100402528586317,0.5555555555555556,11.022883613,0.4456347961,0.8937472726,2.5051264058,"[""German Schlager"", ""Space Cowboy"", ""Bossa Nova Guitar""]","[0.7716392786645383, 0.7698961635506691, 0.7076777935392432]","[0.4456347960908295, 0.43036662920304214, 0.12399857470612843]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,286,Analog Warm Bass,5,5,0.05,ok,,0.29851309146510746,0.6551724137931034,0.5,0.7070839996955236,0.5555555555555556,11.1665711938,0.3622774159,0.8759015769,3.554639162,"[""German Schlager"", ""Space Cowboy"", ""Bossa Nova Guitar"", ""Hip House"", ""Nigerian Afrobeat""]","[0.7716392786645383, 0.7698961635506691, 0.7076777935392432, 0.7054200130208217, 0.7023963602905985]","[0.3622774158974288, 0.34986520730393533, 0.10080425409676601, 0.09635361828588912, 0.09069950441598072]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,577,Japanese Enka Sunset,3,3,0.05,ok,,0.05883839909159344,0.8717948717948718,0.8333333333333334,0.9896319201172314,1.0,1.0944064484,0.5261345952,0.9231885489,2.5514827585,"[""Middle Eastern Andean"", ""Western Swing Frontier"", ""Shoegaze Wall Drift""]","[0.8047380892370579, 0.7722253972752063, 0.7561929627413146]","[0.5261345952141935, 0.27459663119260613, 0.1992687735932004]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,577,Japanese Enka Sunset,5,5,0.05,ok,,0.05224295408755257,0.8717948717948718,0.8333333333333334,0.9919349453857703,1.0,1.04296377,0.3980218823,0.9255635098,3.9322740856,"[""Middle Eastern Andean"", ""Western Swing Frontier"", ""Shoegaze Wall Drift"", ""Japanese Enka Voyage"", ""Lo-Fi Bedroom Pop Shimmer""]","[0.8047380892370579, 0.7722253972752063, 0.7561929627413146, 0.7507448156672236, 0.7396641599206617]","[0.39802188225797674, 0.2077329052359416, 0.15074722905935342, 0.13518463530053534, 0.10831334814619278]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,285,Ambient Guitar Loop,3,3,0.05,ok,,0.03791179041965531,0.9743589743589743,0.9666666666666667,0.9975862145183894,1.0,0.9108260936,0.6466463987,0.8000414653,2.0577255059,"[""Post-Britpop"", ""Oboe Classical"", ""Icelandic Ambient""]","[0.8068379454259874, 0.7548471593846408, 0.7245640646748719]","[0.6466463987163161, 0.22860231996325628, 0.1247512813204275]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,285,Ambient Guitar Loop,5,5,0.05,ok,,0.04142242423019288,0.9487179487179487,0.9333333333333333,0.9969651166082532,1.0,1.0422905799,0.5350192132,0.8119736349,2.8770012212,"[""Post-Britpop"", ""Oboe Classical"", ""Icelandic Ambient"", ""Tokyo Ambient"", ""Spoken Poetry""]","[0.8068379454259874, 0.7548471593846408, 0.7245640646748719, 0.7169892296491136, 0.7142152345971332]","[0.5350192132003617, 0.1891398971761299, 0.10321612013967599, 0.08870607207072499, 0.08391869741310735]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1033,Britpop Dream,3,3,0.05,ok,,0.10784574606297942,0.7948717948717948,0.7083333333333334,0.9634327734858233,1.0,2.1786816965,0.6423057182,0.8192284808,2.0985066212,"[""Country Rock Twang Dusty"", ""Spectral Freeze Echo"", ""Shoegaze Wall Aether""]","[0.9180488807233987, 0.8541896763324794, 0.8540547032783694]","[0.6423057182255884, 0.17908853618886036, 0.17860574558555117]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1033,Britpop Dream,5,5,0.05,ok,,0.11054180944536361,0.7948717948717948,0.7083333333333334,0.9615456674602688,1.0,2.2329038581,0.5431819801,0.8066337079,2.8352221629,"[""Country Rock Twang Dusty"", ""Spectral Freeze Echo"", ""Shoegaze Wall Aether"", ""Nashville Session Sunrise"", ""Shoegaze Wall Prism""]","[0.9180488807233987, 0.8541896763324794, 0.8540547032783694, 0.8206564130978693, 0.8202874937206099]","[0.543181980128159, 0.15145072345619864, 0.15104243944369256, 0.0774470943451763, 0.07687776262677339]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,447,Overdrive Crunch,3,3,0.05,ok,,0.03472277021837667,0.9743589743589743,0.9545454545454546,0.9962999771861989,1.0,0.7921187834,0.7029164662,0.7400993567,1.8567315456,"[""Slavic Folk Metal"", ""Witch House Haunted"", ""Haunting Cello""]","[0.8275499933988406, 0.7541547055504954, 0.745098585751083]","[0.7029164661743582, 0.16195723242396287, 0.13512630140167878]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,447,Overdrive Crunch,5,5,0.05,ok,,0.039715766924530035,0.9743589743589743,0.9545454545454546,0.9951233072444257,1.0,0.9172984389,0.6053513781,0.7451072697,2.4445052157,"[""Slavic Folk Metal"", ""Witch House Haunted"", ""Haunting Cello"", ""Snowy Ambient"", ""Technical Death Metal""]","[0.8275499933988406, 0.7541547055504954, 0.745098585751083, 0.7198852051525583, 0.7186147803398473]","[0.6053513781259282, 0.139477503463389, 0.1163707164519256, 0.07028183092212241, 0.06851857103663463]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,733,Shoegaze Wall Static,3,3,0.05,ok,,0.11829817750868082,0.6666666666666666,0.5714285714285714,0.9843835837392801,1.0,2.7141653744,0.3473066959,0.9995140937,2.9967949298,"[""Nashville Session Sunrise"", ""Prepared Guitar Static"", ""Microtonal Fusion Echo""]","[0.8698417033450847, 0.8675860181570573, 0.8658576456140459]","[0.3473066958691836, 0.3319865764063915, 0.3207067277244249]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,733,Shoegaze Wall Static,5,5,0.05,ok,,0.137857651536794,0.6666666666666666,0.5714285714285714,0.9771133904717854,1.0,3.1379148789,0.214160745,0.9994342643,4.99084336,"[""Nashville Session Sunrise"", ""Prepared Guitar Static"", ""Microtonal Fusion Echo"", ""Spectral Freeze Echo"", ""Lo-Fi Bedroom Pop Radio""]","[0.8698417033450847, 0.8675860181570573, 0.8658576456140459, 0.8644662307478821, 0.8641284939273532]","[0.2141607449601255, 0.20471385483087362, 0.19775832870511945, 0.19233091916958353, 0.19103615233429788]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,976,Nashville Session Frontier,3,3,0.05,ok,,0.0370673768542483,0.9743589743589743,0.9583333333333334,0.9953298471595424,1.0,0.691956252,0.3763891063,0.9956547174,2.9714093524,"[""Indie Pop Jangle Charm"", ""Latin Rock Fusion Heritage"", ""Power Pop Sparkle""]","[0.7740539103478363, 0.7669305014762907, 0.7622430966149244]","[0.3763891062853471, 0.32641033559202104, 0.2972005581226319]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,976,Nashville Session Frontier,5,5,0.05,ok,,0.04228944972791454,0.9230769230769231,0.875,0.9939476208816174,1.0,0.8186509208,0.2400920399,0.9961467937,4.9370874374,"[""Indie Pop Jangle Charm"", ""Latin Rock Fusion Heritage"", ""Power Pop Sparkle"", ""Country Rock Twang Rambler"", ""K-Pop Shimmer Voyage""]","[0.7740539103478363, 0.7669305014762907, 0.7622430966149244, 0.7612736768088342, 0.7585777171532215]","[0.24009203992234499, 0.20821145462327223, 0.18957904751798613, 0.18593881699648682, 0.17617864093990987]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,621,Dubstep Wobble Synth,3,3,0.05,ok,,0.07845337258402416,0.8461538461538461,0.7857142857142857,0.9866094755658591,1.0,1.4384034603,0.4500484018,0.972361247,2.8219066147,"[""Hyperpop Glitch Wave"", ""Dubstep Wobble Bass"", ""Techno Industrial Digital""]","[0.8292840548322032, 0.8077130661544087, 0.8013879357587422]","[0.450048401841838, 0.2923452196637922, 0.25760637849436974]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,621,Dubstep Wobble Synth,5,5,0.05,ok,,0.0879755915686444,0.8461538461538461,0.7857142857142857,0.9842566985469156,1.0,1.648588113,0.3042421012,0.9795642737,4.6634720954,"[""Hyperpop Glitch Wave"", ""Dubstep Wobble Bass"", ""Techno Industrial Digital"", ""Trap Metal Neon"", ""Americana Alt Rambler""]","[0.8292840548322032, 0.8077130661544087, 0.8013879357587422, 0.798115500012389, 0.7974210205876058]","[0.3042421012474637, 0.1976314626519244, 0.17414728186374048, 0.16311454331610536, 0.16086461092076593]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,829,Complex Jazz Fusion Crescendo,3,3,0.05,ok,,0.0670551728939689,0.8717948717948718,0.7916666666666666,0.9857971510771362,1.0,1.308178376,0.4832339161,0.9551029591,2.7188033688,"[""Free Jazz Avantgarde Velvet"", ""Modern R&B Soulful"", ""K-Pop Shimmer Moonrise""]","[0.8513981028775677, 0.8237555179961276, 0.8161456469040462]","[0.4832339160644739, 0.27800779060565955, 0.2387582933298665]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,829,Complex Jazz Fusion Crescendo,5,5,0.05,ok,,0.09103529616179853,0.8461538461538461,0.75,0.9742064377493298,1.0,1.645465831,0.3527547357,0.953377804,4.2920449129,"[""Free Jazz Avantgarde Velvet"", ""Modern R&B Soulful"", ""K-Pop Shimmer Moonrise"", ""Deathcore Breakdown Doom"", ""Raw Black Metal Wrath""]","[0.8513981028775677, 0.8237555179961276, 0.8161456469040462, 0.8091039204422257, 0.7969048266259005]","[0.3527547356713847, 0.20294222203683365, 0.1742905782335253, 0.15139455362529397, 0.11861791043296233]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,995,Americana Alt Dusty,3,3,0.05,ok,,0.09806083796078116,0.8205128205128205,0.75,0.9681121490357231,1.0,1.9639842566,0.3601046823,0.9982174562,2.988262751,"[""Microtonal Fusion Void"", ""Philadelphia Soul Philly"", ""Contemporary Jazz Improv""]","[0.8279585174062498, 0.8237097932335076, 0.8203262758461616]","[0.3601046822980001, 0.3307690143360079, 0.30912630336599195]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,995,Americana Alt Dusty,5,5,0.05,ok,,0.08744354861538114,0.8205128205128205,0.75,0.9755959072888697,1.0,1.6510243161,0.236101271,0.9942815735,4.9113972521,"[""Microtonal Fusion Void"", ""Philadelphia Soul Philly"", ""Contemporary Jazz Improv"", ""Hyperpop Glitch Bass"", ""Philadelphia Soul Soulful""]","[0.8279585174062498, 0.8237097932335076, 0.8203262758461616, 0.8164135608575899, 0.8075361013828743]","[0.2361012709732946, 0.21686745138928482, 0.20267748991830392, 0.18742180085380386, 0.15693198686531282]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1047,Power Pop Charm,3,3,0.05,ok,,0.07498998320210716,0.8461538461538461,0.75,0.982855005836675,1.0,1.5258145238,0.4527422446,0.9719132565,2.818037391,"[""Country Rock Twang Rambler"", ""Trap Metal Neon"", ""Power Metal Epic Rage""]","[0.8889377356278724, 0.8652438742609809, 0.8622311988097894]","[0.4527422446161431, 0.2818699346153375, 0.26538782076851947]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1047,Power Pop Charm,5,5,0.05,ok,,0.08242460448074482,0.7948717948717948,0.6666666666666666,0.9788644169928198,1.0,1.6951560785,0.3037787611,0.9803953181,4.6746202085,"[""Country Rock Twang Rambler"", ""Trap Metal Neon"", ""Power Metal Epic Rage"", ""Synthwave Guitar Neon"", ""Post-Metal Swell Venom""]","[0.8889377356278724, 0.8652438742609809, 0.8622311988097894, 0.8594946902065759, 0.8570187992909657]","[0.3037787611326398, 0.18912770026703246, 0.1780686127072254, 0.16858477999071622, 0.16044014590238617]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,530,Reggae Skank Moonrise,3,3,0.05,ok,,0.05720988618574944,0.9230769230769231,0.875,0.9894399590056225,1.0,0.9585376103,0.56505126,0.8971580441,2.4148942925,"[""Chicago Soul Groove"", ""Reggae Skank Sahara"", ""Afrobeat Guitar Sunset""]","[0.8422797105748906, 0.7969120446511015, 0.792045460174485]","[0.5650512599908084, 0.2280495965901864, 0.20689914341900512]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,530,Reggae Skank Moonrise,5,5,0.05,ok,,0.051613766274509434,0.9230769230769231,0.875,0.9916696112786447,1.0,0.9246874316,0.4140247281,0.9245171897,3.875237117,"[""Chicago Soul Groove"", ""Reggae Skank Sahara"", ""Afrobeat Guitar Sunset"", ""UK Garage Synth"", ""Afrobeat Guitar Moonrise""]","[0.8422797105748906, 0.7969120446511015, 0.792045460174485, 0.7865494167467193, 0.7849188587121002]","[0.4140247281091636, 0.16709664929371582, 0.1515992754382423, 0.1358185529168837, 0.13146079424199458]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,82,Chinese Guzheng Ambient,3,3,0.05,ok,,0.20680142338449192,0.6222222222222222,0.5483870967741935,0.9060870879461198,0.8888888888888888,4.6019046081,0.4035816613,0.987932955,2.9221210789,"[""Horror Movie Score"", ""Field Recording Ambient"", ""Dark Cabaret""]","[0.7641475682538046, 0.7533854954522272, 0.7442330151659357]","[0.40358166126640255, 0.3254267485685752, 0.27099159016502233]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,82,Chinese Guzheng Ambient,5,5,0.05,ok,,0.20139320582364062,0.6444444444444445,0.5806451612903226,0.9110100125246113,0.8888888888888888,4.4146653775,0.2825438143,0.9802025155,4.6951769289,"[""Horror Movie Score"", ""Field Recording Ambient"", ""Dark Cabaret"", ""Gospel Choir"", ""Post-Rock Crescendo""]","[0.7641475682538046, 0.7533854954522272, 0.7442330151659357, 0.7362818002203517, 0.7283489010564299]","[0.28254381426160496, 0.22782827771409436, 0.18971872328832476, 0.1618254479631716, 0.13808373677280422]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,861,Cool Jazz Crescendo,3,3,0.05,ok,,0.0763876261642769,0.8974358974358975,0.8333333333333334,0.9809292291618535,1.0,1.3482541398,0.3862455057,0.9938345124,2.9593263499,"[""Southern Soul Gospel Philly"", ""Philadelphia Soul Philly"", ""Chicago Soul Groove""]","[0.7493888893949667, 0.7400897586597008, 0.735584008428293]","[0.386245505661873, 0.3206950198604563, 0.29305947447767083]",epr_rcpp_softmax_topk_observed_kb_range
